Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,source
Qinghai,Mainland China,2020-01-26 16:00:00,1.0,,,35.7452,95.9956,01-26-2020.csv
Washington,US,2020-01-26 16:00:00,1.0,,,47.4009,-121.4905,01-26-2020.csv
Illinois,US,2020-01-26 16:00:00,1.0,,,40.3495,-88.9861,01-26-2020.csv
California,US,2020-01-26 16:00:00,2.0,,,36.1162,-119.6816,01-26-2020.csv
Arizona,US,2020-01-26 16:00:00,1.0,,,33.7298,-111.4312,01-26-2020.csv
,Japan,2020-01-26 16:00:00,4.0,,1.0,36.0,138.0,01-26-2020.csv
,Thailand,2020-01-26 16:00:00,8.0,,2.0,15.87,100.9925,01-26-2020.csv
,South Korea,2020-01-26 16:00:00,3.0,,,36.0,128.0,01-26-2020.csv
,Singapore,2020-01-26 16:00:00,4.0,,,1.2833,103.8333,01-26-2020.csv
,Vietnam,2020-01-26 16:00:00,2.0,,,16.0,108.0,01-26-2020.csv
,France,2020-01-26 16:00:00,3.0,,,47.0,2.0,01-26-2020.csv
,Australia,2020-01-26 16:00:00,4.0,,,,,01-26-2020.csv
,Nepal,2020-01-26 16:00:00,1.0,,,28.3949,84.124,01-26-2020.csv
,Malaysia,2020-01-26 16:00:00,4.0,,,2.5,112.5,01-26-2020.csv
Ontario,Canada,2020-01-26 16:00:00,1.0,,,51.2538,-85.3232,01-26-2020.csv
Hubei,Mainland China,2020-01-27 23:59:00,1423.0,76.0,45.0,30.9756,112.2707,01-27-2020.csv
Guangdong,Mainland China,2020-01-27 23:59:00,151.0,,4.0,23.3417,113.4244,01-27-2020.csv
Zhejiang,Mainland China,2020-01-27 23:59:00,128.0,,1.0,29.1832,120.0934,01-27-2020.csv
Henan,Mainland China,2020-01-27 23:59:00,128.0,1.0,,33.882,113.614,01-27-2020.csv
Chongqing,Mainland China,2020-01-27 23:59:00,110.0,,,30.0572,107.874,01-27-2020.csv
Hunan,Mainland China,2020-01-27 23:59:00,100.0,,,27.6104,111.7088,01-27-2020.csv
Beijing,Mainland China,2020-01-27 23:59:00,80.0,1.0,2.0,40.1824,116.4142,01-27-2020.csv
Shandong,Mainland China,2020-01-27 23:59:00,75.0,,,36.3427,118.1498,01-27-2020.csv
Jiangxi,Mainland China,2020-01-27 23:59:00,72.0,,2.0,27.614,115.7221,01-27-2020.csv
Anhui,Mainland China,2020-01-27 23:59:00,70.0,,,31.8257,117.2264,01-27-2020.csv
Sichuan,Mainland China,2020-01-27 23:59:00,69.0,,,30.6171,102.7103,01-27-2020.csv
Fujian,Mainland China,2020-01-27 23:59:00,59.0,,,26.0789,117.9874,01-27-2020.csv
Shanghai,Mainland China,2020-01-27 23:59:00,53.0,1.0,3.0,31.202,121.4491,01-27-2020.csv
Jiangsu,Mainland China,2020-01-27 23:59:00,47.0,,1.0,32.9711,119.455,01-27-2020.csv
Guangxi,Mainland China,2020-01-27 23:59:00,46.0,,,23.8298,108.7881,01-27-2020.csv
Shaanxi,Mainland China,2020-01-27 23:59:00,35.0,,,35.1917,108.8701,01-27-2020.csv
Hainan,Mainland China,2020-01-27 23:59:00,33.0,1.0,,19.1959,109.7453,01-27-2020.csv
Liaoning,Mainland China,2020-01-27 23:59:00,27.0,,,41.2956,122.6085,01-27-2020.csv
Yunnan,Mainland China,2020-01-27 23:59:00,26.0,,,24.974,101.487,01-27-2020.csv
Tianjin,Mainland China,2020-01-27 23:59:00,23.0,,,39.3054,117.323,01-27-2020.csv
Heilongjiang,Mainland China,2020-01-27 23:59:00,21.0,1.0,,47.862,127.7615,01-27-2020.csv
Hebei,Mainland China,2020-01-27 23:59:00,18.0,1.0,,38.0428,114.5149,01-27-2020.csv
Gansu,Mainland China,2020-01-27 23:59:00,14.0,,,36.0611,103.8343,01-27-2020.csv
Shanxi,Mainland China,2020-01-27 23:59:00,13.0,,,37.5777,112.2922,01-27-2020.csv
Inner Mongolia,Mainland China,2020-01-27 23:59:00,11.0,,,44.0935,113.9448,01-27-2020.csv
Hong Kong,Hong Kong,2020-01-27 23:59:00,8.0,,,22.3,114.2,01-27-2020.csv
Guizhou,Mainland China,2020-01-27 23:59:00,7.0,,,26.8154,106.8748,01-27-2020.csv
Ningxia,Mainland China,2020-01-27 23:59:00,7.0,,,37.2692,106.1655,01-27-2020.csv
Jilin,Mainland China,2020-01-27 23:59:00,6.0,,,43.6661,126.1923,01-27-2020.csv
Macau,Macau,2020-01-27 23:59:00,6.0,,,22.1667,113.55,01-27-2020.csv
Qinghai,Mainland China,2020-01-27 23:59:00,6.0,,,35.7452,95.9956,01-27-2020.csv
Taiwan,Taiwan,2020-01-27 23:59:00,5.0,,,23.7,121.0,01-27-2020.csv
Xinjiang,Mainland China,2020-01-27 23:59:00,5.0,,,41.1129,85.2401,01-27-2020.csv
Washington,US,2020-01-27 23:59:00,1.0,,,47.4009,-121.4905,01-27-2020.csv
Illinois,US,2020-01-27 23:59:00,1.0,,,40.3495,-88.9861,01-27-2020.csv
California,US,2020-01-27 23:59:00,2.0,,,36.1162,-119.6816,01-27-2020.csv
Arizona,US,2020-01-27 23:59:00,1.0,,,33.7298,-111.4312,01-27-2020.csv
,Japan,2020-01-27 23:59:00,4.0,,1.0,36.0,138.0,01-27-2020.csv
,Thailand,2020-01-27 23:59:00,8.0,,2.0,15.87,100.9925,01-27-2020.csv
,South Korea,2020-01-27 23:59:00,4.0,,,36.0,128.0,01-27-2020.csv
,Singapore,2020-01-27 23:59:00,5.0,,,1.2833,103.8333,01-27-2020.csv
,Vietnam,2020-01-27 23:59:00,2.0,,,16.0,108.0,01-27-2020.csv
,France,2020-01-27 23:59:00,3.0,,,47.0,2.0,01-27-2020.csv
,Nepal,2020-01-27 23:59:00,1.0,,,28.3949,84.124,01-27-2020.csv
,Malaysia,2020-01-27 23:59:00,4.0,,,2.5,112.5,01-27-2020.csv
Ontario,Canada,2020-01-27 23:59:00,1.0,,,51.2538,-85.3232,01-27-2020.csv
,Cambodia,2020-01-27 23:59:00,1.0,,,11.55,104.9167,01-27-2020.csv
,Sri Lanka,2020-01-27 23:59:00,1.0,,,7.8731,80.7718,01-27-2020.csv
,Ivory Coast,2020-01-27 23:59:00,1.0,,,,,01-27-2020.csv
New South Wales,Australia,2020-01-27 23:59:00,4.0,,,-33.8688,151.2093,01-27-2020.csv
Victoria,Australia,2020-01-27 23:59:00,1.0,,,-37.8136,144.9631,01-27-2020.csv
Hubei,Mainland China,2020-03-04 12:53:03,67332.0,2871.0,38557.0,30.9756,112.2707,03-04-2020.csv
,South Korea,2020-03-04 19:23:03,5621.0,35.0,41.0,36.0,128.0,03-04-2020.csv
,Italy,2020-03-04 19:23:03,3089.0,107.0,276.0,43.0,12.0,03-04-2020.csv
,Iran,2020-03-04 12:33:03,2922.0,92.0,552.0,32.0,53.0,03-04-2020.csv
Guangdong,Mainland China,2020-03-04 10:03:19,1350.0,7.0,1133.0,23.3417,113.4244,03-04-2020.csv
Henan,Mainland China,2020-03-04 00:33:05,1272.0,22.0,1234.0,33.882,113.61399999999999,03-04-2020.csv
Zhejiang,Mainland China,2020-03-04 10:03:19,1213.0,1.0,1114.0,29.1832,120.0934,03-04-2020.csv
Hunan,Mainland China,2020-03-04 15:43:02,1018.0,4.0,916.0,27.6104,111.7088,03-04-2020.csv
Anhui,Mainland China,2020-03-04 10:03:19,990.0,6.0,956.0,31.8257,117.2264,03-04-2020.csv
Jiangxi,Mainland China,2020-03-04 01:33:07,935.0,1.0,884.0,27.614,115.7221,03-04-2020.csv
Shandong,Mainland China,2020-03-04 12:53:03,758.0,6.0,516.0,36.3427,118.1498,03-04-2020.csv
Diamond Princess cruise ship,Others,2020-03-03 03:13:06,706.0,6.0,10.0,35.4437,139.638,03-04-2020.csv
Jiangsu,Mainland China,2020-03-04 12:53:03,631.0,0.0,577.0,32.9711,119.455,03-04-2020.csv
Chongqing,Mainland China,2020-03-04 23:23:01,576.0,6.0,502.0,30.0572,107.874,03-04-2020.csv
Sichuan,Mainland China,2020-03-04 12:53:03,538.0,3.0,406.0,30.6171,102.7103,03-04-2020.csv
Heilongjiang,Mainland China,2020-03-04 12:53:03,480.0,13.0,373.0,47.861999999999995,127.7615,03-04-2020.csv
Beijing,Mainland China,2020-03-04 23:23:01,418.0,8.0,297.0,40.1824,116.4142,03-04-2020.csv
Shanghai,Mainland China,2020-03-04 04:13:08,338.0,3.0,298.0,31.201999999999998,121.4491,03-04-2020.csv
,Japan,2020-03-04 19:23:03,331.0,6.0,43.0,36.0,138.0,03-04-2020.csv
Hebei,Mainland China,2020-03-04 10:03:19,318.0,6.0,301.0,38.0428,114.5149,03-04-2020.csv
Fujian,Mainland China,2020-03-04 12:53:03,296.0,1.0,270.0,26.0789,117.9874,03-04-2020.csv
,France,2020-03-04 20:43:02,285.0,4.0,12.0,47.0,2.0,03-04-2020.csv
,Germany,2020-03-04 19:33:03,262.0,0.0,16.0,51.0,9.0,03-04-2020.csv
Guangxi,Mainland China,2020-03-04 00:13:08,252.0,2.0,210.0,23.8298,108.7881,03-04-2020.csv
Shaanxi,Mainland China,2020-03-04 15:43:03,245.0,1.0,223.0,35.1917,108.8701,03-04-2020.csv
,Spain,2020-03-04 20:43:02,222.0,2.0,2.0,40.0,-4.0,03-04-2020.csv
Yunnan,Mainland China,2020-03-03 03:43:02,174.0,2.0,169.0,24.974,101.48700000000001,03-04-2020.csv
Hainan,Mainland China,2020-03-04 10:03:19,168.0,5.0,158.0,19.1959,109.7453,03-04-2020.csv
Guizhou,Mainland China,2020-03-02 01:13:06,146.0,2.0,114.0,26.8154,106.8748,03-04-2020.csv
Tianjin,Mainland China,2020-03-03 11:43:02,136.0,3.0,124.0,39.3054,117.323,03-04-2020.csv
Shanxi,Mainland China,2020-03-03 23:13:05,133.0,0.0,124.0,37.5777,112.2922,03-04-2020.csv
Liaoning,Mainland China,2020-03-03 14:33:03,125.0,1.0,106.0,41.2956,122.6085,03-04-2020.csv
,Singapore,2020-03-03 15:23:03,110.0,0.0,78.0,1.2833,103.8333,03-04-2020.csv
Hong Kong,Hong Kong,2020-03-04 23:23:01,105.0,2.0,37.0,22.3,114.2,03-04-2020.csv
Jilin,Mainland China,2020-03-04 10:03:19,93.0,1.0,86.0,43.6661,126.1923,03-04-2020.csv
Gansu,Mainland China,2020-03-04 15:43:03,91.0,2.0,87.0,36.0611,103.8343,03-04-2020.csv
,Switzerland,2020-03-04 19:33:03,90.0,0.0,3.0,46.8182,8.2275,03-04-2020.csv
,UK,2020-03-04 19:33:03,85.0,0.0,8.0,55.0,-3.0,03-04-2020.csv
Xinjiang,Mainland China,2020-03-04 15:43:03,76.0,3.0,69.0,41.1129,85.2401,03-04-2020.csv
Inner Mongolia,Mainland China,2020-03-04 15:43:03,75.0,1.0,63.0,44.0935,113.9448,03-04-2020.csv
Ningxia,Mainland China,2020-03-04 01:33:07,75.0,0.0,69.0,37.2692,106.1655,03-04-2020.csv
,Kuwait,2020-03-02 20:33:02,56.0,0.0,0.0,29.5,47.75,03-04-2020.csv
,Norway,2020-03-04 19:33:03,56.0,0.0,0.0,60.472,8.4689,03-04-2020.csv
,Bahrain,2020-03-04 19:33:03,52.0,0.0,0.0,26.0275,50.55,03-04-2020.csv
,Malaysia,2020-03-04 13:03:08,50.0,0.0,22.0,2.5,112.5,03-04-2020.csv
Unassigned Location (From Diamond Princess),US,2020-03-02 19:53:03,45.0,0.0,0.0,35.4437,139.638,03-04-2020.csv
,Thailand,2020-03-02 06:23:04,43.0,1.0,31.0,15.0,101.0,03-04-2020.csv
Taiwan,Taiwan,2020-03-03 06:43:02,42.0,1.0,12.0,23.7,121.0,03-04-2020.csv
,Netherlands,2020-03-04 12:33:03,38.0,0.0,0.0,52.1326,5.2913,03-04-2020.csv
,Iraq,2020-03-04 20:43:02,35.0,2.0,0.0,33.0,44.0,03-04-2020.csv
,Sweden,2020-03-04 12:33:03,35.0,0.0,0.0,63.0,16.0,03-04-2020.csv
"King County, WA",US,2020-03-04 19:53:02,31.0,9.0,1.0,47.548,-121.9836,03-04-2020.csv
,Austria,2020-03-04 19:33:03,29.0,0.0,0.0,47.5162,14.5501,03-04-2020.csv
,India,2020-03-04 12:33:03,28.0,0.0,3.0,21.0,78.0,03-04-2020.csv
,United Arab Emirates,2020-03-03 23:43:02,27.0,0.0,5.0,24.0,54.0,03-04-2020.csv
,Iceland,2020-03-04 19:33:03,26.0,0.0,0.0,64.9631,-19.0208,03-04-2020.csv
,Belgium,2020-03-04 12:33:03,23.0,0.0,1.0,50.8333,4.0,03-04-2020.csv
New South Wales,Australia,2020-03-04 20:43:03,22.0,1.0,4.0,-33.8688,151.2093,03-04-2020.csv
"Toronto, ON",Canada,2020-03-03 20:03:08,19.0,0.0,2.0,43.6532,-79.3832,03-04-2020.csv
Qinghai,Mainland China,2020-02-21 04:43:02,18.0,0.0,18.0,35.7452,95.9956,03-04-2020.csv
,San Marino,2020-03-04 19:33:03,16.0,1.0,0.0,43.9424,12.4578,03-04-2020.csv
,Vietnam,2020-02-25 08:53:02,16.0,0.0,16.0,16.0,108.0,03-04-2020.csv
,Israel,2020-03-04 12:43:03,15.0,0.0,1.0,31.0,35.0,03-04-2020.csv
,Oman,2020-03-04 19:33:03,15.0,0.0,2.0,21.0,57.0,03-04-2020.csv
,Lebanon,2020-03-04 16:53:02,13.0,0.0,1.0,33.8547,35.8623,03-04-2020.csv
,Algeria,2020-03-04 19:33:03,12.0,0.0,0.0,28.0339,1.6596,03-04-2020.csv
British Columbia,Canada,2020-03-04 04:23:05,12.0,0.0,3.0,49.2827,-123.1207,03-04-2020.csv
Queensland,Australia,2020-03-03 15:23:03,11.0,0.0,1.0,-28.0167,153.4,03-04-2020.csv
"Santa Clara, CA",US,2020-03-03 23:33:03,11.0,0.0,1.0,37.3541,-121.9552,03-04-2020.csv
Victoria,Australia,2020-03-04 12:43:03,10.0,0.0,4.0,-37.8136,144.9631,03-04-2020.csv
,Croatia,2020-03-04 16:53:02,10.0,0.0,0.0,45.1667,15.5,03-04-2020.csv
,Denmark,2020-03-04 00:03:15,10.0,0.0,0.0,56.2639,9.5018,03-04-2020.csv
,Ecuador,2020-03-04 19:33:03,10.0,0.0,0.0,-1.8312,-78.1834,03-04-2020.csv
Macau,Macau,2020-03-03 12:33:02,10.0,0.0,9.0,22.1667,113.55,03-04-2020.csv
"Westchester County, NY",US,2020-03-04 21:23:10,10.0,0.0,0.0,41.122,-73.7949,03-04-2020.csv
,Greece,2020-03-04 19:33:03,9.0,0.0,0.0,39.0742,21.8243,03-04-2020.csv
,Czech Republic,2020-03-04 19:33:03,8.0,0.0,0.0,49.8175,15.472999999999999,03-04-2020.csv
,Qatar,2020-03-04 00:03:15,8.0,0.0,0.0,25.3548,51.1839,03-04-2020.csv
"Snohomish County, WA",US,2020-03-04 19:53:02,8.0,1.0,0.0,48.033,-121.8339,03-04-2020.csv
"Los Angeles, CA",US,2020-03-04 18:13:18,7.0,0.0,0.0,34.0522,-118.2437,03-04-2020.csv
,Belarus,2020-03-04 12:43:03,6.0,0.0,0.0,53.7098,27.9534,03-04-2020.csv
,Finland,2020-03-01 23:23:02,6.0,0.0,1.0,64.0,26.0,03-04-2020.csv
,Ireland,2020-03-04 21:13:07,6.0,0.0,0.0,53.1424,-7.6921,03-04-2020.csv
South Australia,Australia,2020-03-04 21:03:07,5.0,0.0,2.0,-34.9285,138.6007,03-04-2020.csv
,Mexico,2020-03-03 10:03:04,5.0,0.0,1.0,23.0,-102.0,03-04-2020.csv
,Pakistan,2020-03-03 04:33:03,5.0,0.0,0.0,30.3753,69.3451,03-04-2020.csv
,Portugal,2020-03-04 12:43:03,5.0,0.0,0.0,39.3999,-8.2245,03-04-2020.csv
,Brazil,2020-03-04 20:33:02,4.0,0.0,0.0,-14.235,-51.9253,03-04-2020.csv
,Romania,2020-03-04 00:53:02,4.0,0.0,1.0,46.0,25.0,03-04-2020.csv
,Senegal,2020-03-04 20:43:02,4.0,0.0,0.0,14.4974,-14.4524,03-04-2020.csv
"Cook County, IL",US,2020-03-02 20:33:02,4.0,0.0,2.0,41.7377,-87.6976,03-04-2020.csv
,Azerbaijan,2020-03-01 02:43:03,3.0,0.0,0.0,40.1431,47.5769,03-04-2020.csv
,Georgia,2020-03-01 15:43:03,3.0,0.0,0.0,42.3154,43.3569,03-04-2020.csv
,New Zealand,2020-03-04 20:13:11,3.0,0.0,0.0,-40.9006,174.886,03-04-2020.csv
,Philippines,2020-02-12 07:43:02,3.0,1.0,1.0,13.0,122.0,03-04-2020.csv
,Russia,2020-03-02 21:23:04,3.0,0.0,2.0,60.0,90.0,03-04-2020.csv
,Saint Barthelemy,2020-03-04 02:43:03,3.0,0.0,0.0,17.9,-62.8333,03-04-2020.csv
"Orange County, CA",US,2020-03-04 02:13:11,3.0,0.0,0.0,33.7879,-117.8531,03-04-2020.csv
Western Australia,Australia,2020-03-01 02:43:03,2.0,1.0,0.0,-31.9505,115.8605,03-04-2020.csv
,Egypt,2020-03-01 23:33:03,2.0,0.0,1.0,26.0,30.0,03-04-2020.csv
,Estonia,2020-03-03 23:53:03,2.0,0.0,0.0,58.5953,25.0136,03-04-2020.csv
,Hungary,2020-03-04 19:33:03,2.0,0.0,0.0,47.1625,19.5033,03-04-2020.csv
,Indonesia,2020-03-02 18:03:04,2.0,0.0,0.0,-0.7893,113.9213,03-04-2020.csv
"Fulton County, GA",US,2020-03-03 03:33:02,2.0,0.0,0.0,33.8034,-84.3963,03-04-2020.csv
"Grafton County, NH",US,2020-03-03 23:33:03,2.0,0.0,0.0,43.9088,-71.82600000000001,03-04-2020.csv
"Hillsborough, FL",US,2020-03-03 18:33:02,2.0,0.0,0.0,27.9904,-82.3018,03-04-2020.csv
"Placer County, CA",US,2020-03-04 19:53:02,2.0,1.0,0.0,39.0916,-120.8039,03-04-2020.csv
"Providence, RI",US,2020-03-02 03:43:02,2.0,0.0,0.0,41.824,-71.4128,03-04-2020.csv
"Sacramento County, CA",US,2020-02-27 20:33:02,2.0,0.0,0.0,38.4747,-121.3542,03-04-2020.csv
"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,36.5761,-120.9876,03-04-2020.csv
"San Diego County, CA",US,2020-02-21 05:43:02,2.0,0.0,1.0,32.7157,-117.1611,03-04-2020.csv
"San Mateo, CA",US,2020-03-03 00:43:02,2.0,0.0,0.0,37.563,-122.3255,03-04-2020.csv
"Washington County, OR",US,2020-03-03 03:03:02,2.0,0.0,0.0,45.547,-123.1386,03-04-2020.csv
,Afghanistan,2020-02-24 23:33:02,1.0,0.0,0.0,33.0,65.0,03-04-2020.csv
,Andorra,2020-03-02 20:23:16,1.0,0.0,0.0,42.5063,1.5218,03-04-2020.csv
,Argentina,2020-03-04 01:33:07,1.0,0.0,0.0,-38.4161,-63.6167,03-04-2020.csv
,Armenia,2020-03-01 19:53:02,1.0,0.0,0.0,40.0691,45.0382,03-04-2020.csv
Northern Territory,Australia,2020-03-04 19:43:02,1.0,0.0,0.0,-12.4634,130.8456,03-04-2020.csv
Tasmania,Australia,2020-03-02 20:53:02,1.0,0.0,0.0,-41.4545,145.9707,03-04-2020.csv
,Cambodia,2020-02-12 07:43:02,1.0,0.0,1.0,11.55,104.9167,03-04-2020.csv
" Montreal, QC",Canada,2020-02-28 05:23:07,1.0,0.0,0.0,45.5017,-73.5673,03-04-2020.csv
"London, ON",Canada,2020-02-12 18:53:03,1.0,0.0,1.0,42.9849,-81.2453,03-04-2020.csv
,Chile,2020-03-04 01:33:07,1.0,0.0,0.0,-35.6751,-71.543,03-04-2020.csv
,Dominican Republic,2020-03-02 16:33:02,1.0,0.0,0.0,18.7357,-70.1627,03-04-2020.csv
,Faroe Islands,2020-03-04 12:53:03,1.0,0.0,0.0,61.8926,-6.9118,03-04-2020.csv
,Gibraltar,2020-03-04 13:03:13,1.0,0.0,0.0,36.1408,-5.3536,03-04-2020.csv
,Jordan,2020-03-03 15:33:02,1.0,0.0,0.0,31.24,36.51,03-04-2020.csv
,Latvia,2020-03-04 01:33:07,1.0,0.0,0.0,56.8796,24.6032,03-04-2020.csv
,Liechtenstein,2020-03-04 01:33:07,1.0,0.0,0.0,47.14,9.55,03-04-2020.csv
,Lithuania,2020-02-28 16:23:03,1.0,0.0,0.0,55.1694,23.8813,03-04-2020.csv
,Luxembourg,2020-03-03 00:23:16,1.0,0.0,0.0,49.8144,6.1317,03-04-2020.csv
Tibet,Mainland China,2020-02-12 06:43:02,1.0,0.0,1.0,31.6927,88.0924,03-04-2020.csv
,Monaco,2020-02-29 00:33:01,1.0,0.0,0.0,43.7333,7.4167,03-04-2020.csv
,Morocco,2020-03-03 15:33:02,1.0,0.0,0.0,31.7917,-7.0926,03-04-2020.csv
,Nepal,2020-02-12 14:43:03,1.0,0.0,1.0,28.1667,84.25,03-04-2020.csv
,Nigeria,2020-02-28 16:23:03,1.0,0.0,0.0,9.082,8.6753,03-04-2020.csv
,North Macedonia,2020-02-27 16:23:03,1.0,0.0,0.0,41.6086,21.7453,03-04-2020.csv
,Poland,2020-03-04 15:13:18,1.0,0.0,0.0,51.9194,19.1451,03-04-2020.csv
,Saudi Arabia,2020-03-02 23:53:02,1.0,0.0,0.0,24.0,45.0,03-04-2020.csv
,Sri Lanka,2020-02-08 03:43:03,1.0,0.0,1.0,7.0,81.0,03-04-2020.csv
,Tunisia,2020-03-04 01:33:07,1.0,0.0,0.0,34.0,9.0,03-04-2020.csv
" Norfolk County, MA",US,2020-03-03 14:33:03,1.0,0.0,0.0,42.1767,-71.1449,03-04-2020.csv
"Berkeley, CA",US,2020-03-03 23:53:03,1.0,0.0,0.0,37.8715,-122.273,03-04-2020.csv
"Boston, MA",US,2020-02-28 21:13:12,1.0,0.0,1.0,42.3601,-71.0589,03-04-2020.csv
"Contra Costa County, CA",US,2020-03-04 04:23:05,1.0,0.0,0.0,37.8534,-121.9018,03-04-2020.csv
"Humboldt County, CA",US,2020-02-21 05:13:09,1.0,0.0,0.0,40.745,-123.8695,03-04-2020.csv
"Madison, WI",US,2020-03-03 15:53:03,1.0,0.0,1.0,43.0731,-89.4012,03-04-2020.csv
"Maricopa County, AZ",US,2020-03-03 17:33:02,1.0,0.0,0.0,33.2918,-112.4291,03-04-2020.csv
"New York City, NY",US,2020-03-02 01:53:03,1.0,0.0,0.0,40.7128,-74.006,03-04-2020.csv
"San Antonio, TX",US,2020-02-13 18:53:02,1.0,0.0,0.0,29.4241,-98.4936,03-04-2020.csv
"Sarasota, FL",US,2020-03-02 03:23:06,1.0,0.0,0.0,27.3364,-82.5307,03-04-2020.csv
"Sonoma County, CA",US,2020-03-02 20:53:02,1.0,0.0,0.0,38.578,-122.9888,03-04-2020.csv
"Tempe, AZ",US,2020-02-25 21:23:03,1.0,0.0,1.0,33.4255,-111.94,03-04-2020.csv
"Umatilla, OR",US,2020-03-02 20:23:16,1.0,0.0,0.0,45.775,-118.7606,03-04-2020.csv
"Wake County, NC",US,2020-03-03 20:53:02,1.0,0.0,0.0,35.8032,-78.5661,03-04-2020.csv
,Ukraine,2020-03-03 15:33:02,1.0,0.0,0.0,48.3794,31.1656,03-04-2020.csv
From Diamond Princess,Australia,2020-02-29 02:03:10,0.0,0.0,0.0,35.4437,139.638,03-04-2020.csv
"Lackland, TX (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,29.3829,-98.6134,03-04-2020.csv
"Omaha, NE (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,41.2545,-95.9758,03-04-2020.csv
"Travis, CA (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,38.2721,-121.9399,03-04-2020.csv
Hubei,Mainland China,2020-03-05 14:53:03,67466.0,2902.0,40592.0,30.9756,112.2707,03-05-2020.csv
,South Korea,2020-03-05 09:03:09,6088.0,35.0,41.0,36.0,128.0,03-05-2020.csv
,Italy,2020-03-05 17:43:03,3858.0,148.0,414.0,43.0,12.0,03-05-2020.csv
,Iran,2020-03-05 13:43:04,3513.0,107.0,739.0,32.0,53.0,03-05-2020.csv
Guangdong,Mainland China,2020-03-05 09:23:03,1351.0,7.0,1181.0,23.3417,113.4244,03-05-2020.csv
Henan,Mainland China,2020-03-05 01:48:26,1272.0,22.0,1239.0,33.882,113.61399999999999,03-05-2020.csv
Zhejiang,Mainland China,2020-03-05 09:43:03,1215.0,1.0,1124.0,29.1832,120.0934,03-05-2020.csv
Hunan,Mainland China,2020-03-05 08:43:03,1018.0,4.0,938.0,27.6104,111.7088,03-05-2020.csv
Anhui,Mainland China,2020-03-05 04:33:02,990.0,6.0,970.0,31.8257,117.2264,03-05-2020.csv
Jiangxi,Mainland China,2020-03-05 01:16:58,935.0,1.0,901.0,27.614,115.7221,03-05-2020.csv
Shandong,Mainland China,2020-03-05 14:53:03,758.0,6.0,578.0,36.3427,118.1498,03-05-2020.csv
Diamond Princess cruise ship,Others,2020-03-03 03:13:06,706.0,6.0,10.0,35.4437,139.638,03-05-2020.csv
Jiangsu,Mainland China,2020-03-05 14:53:03,631.0,0.0,583.0,32.9711,119.455,03-05-2020.csv
Chongqing,Mainland China,2020-03-05 23:23:02,576.0,6.0,512.0,30.0572,107.874,03-05-2020.csv
Sichuan,Mainland China,2020-03-05 14:53:03,539.0,3.0,425.0,30.6171,102.7103,03-05-2020.csv
,Germany,2020-03-05 17:43:03,482.0,0.0,16.0,51.0,9.0,03-05-2020.csv
Heilongjiang,Mainland China,2020-03-05 00:23:06,481.0,13.0,379.0,47.861999999999995,127.7615,03-05-2020.csv
Beijing,Mainland China,2020-03-04 23:23:01,418.0,8.0,297.0,40.1824,116.4142,03-05-2020.csv
,France,2020-03-05 15:13:22,377.0,6.0,12.0,47.0,2.0,03-05-2020.csv
,Japan,2020-03-05 13:43:04,360.0,6.0,43.0,36.0,138.0,03-05-2020.csv
Shanghai,Mainland China,2020-03-05 06:23:06,339.0,3.0,303.0,31.201999999999998,121.4491,03-05-2020.csv
Hebei,Mainland China,2020-03-05 14:53:03,318.0,6.0,304.0,38.0428,114.5149,03-05-2020.csv
Fujian,Mainland China,2020-03-05 09:33:03,296.0,1.0,277.0,26.0789,117.9874,03-05-2020.csv
,Spain,2020-03-05 17:43:03,259.0,3.0,2.0,40.0,-4.0,03-05-2020.csv
Guangxi,Mainland China,2020-03-05 10:03:08,252.0,2.0,214.0,23.8298,108.7881,03-05-2020.csv
Shaanxi,Mainland China,2020-03-05 06:03:08,245.0,1.0,224.0,35.1917,108.8701,03-05-2020.csv
Yunnan,Mainland China,2020-03-03 03:43:02,174.0,2.0,169.0,24.974,101.48700000000001,03-05-2020.csv
Hainan,Mainland China,2020-03-05 06:13:10,168.0,6.0,158.0,19.1959,109.7453,03-05-2020.csv
Guizhou,Mainland China,2020-03-02 01:13:06,146.0,2.0,114.0,26.8154,106.8748,03-05-2020.csv
Tianjin,Mainland China,2020-03-05 03:33:27,136.0,3.0,128.0,39.3054,117.323,03-05-2020.csv
Shanxi,Mainland China,2020-03-05 14:53:03,133.0,0.0,126.0,37.5777,112.2922,03-05-2020.csv
Liaoning,Mainland China,2020-03-03 14:33:03,125.0,1.0,106.0,41.2956,122.6085,03-05-2020.csv
,Singapore,2020-03-05 13:43:04,117.0,0.0,78.0,1.2833,103.8333,03-05-2020.csv
,UK,2020-03-05 18:03:03,115.0,1.0,8.0,55.0,-3.0,03-05-2020.csv
,Switzerland,2020-03-05 17:43:03,114.0,1.0,3.0,46.8182,8.2275,03-05-2020.csv
Hong Kong,Hong Kong,2020-03-05 00:23:07,105.0,2.0,43.0,22.3,114.2,03-05-2020.csv
Gansu,Mainland China,2020-03-05 15:13:13,102.0,2.0,87.0,36.0611,103.8343,03-05-2020.csv
